alpha,delta,u,g,r,i,z,class,redshift,plate,MJD
341.391899140769,-0.317673100140581,22.92673,23.03158,22.75313,21.40591,20.70943,GALAXY,0.8201154,9207,57667
355.175131716811,11.848610643382,22.7706,22.25927,20.1723,19.13553,18.60195,GALAXY,0.5075994,6158,56239
5.01661810379198,11.9573359818952,22.29616,20.17357,18.60767,17.99611,17.59206,GALAXY,0.2520262,6189,56237
117.825452528454,28.948281038572,21.78552,21.67436,21.9174,20.55012,19.68962,GALAXY,0.0,10287,58101
7.29516796176921,15.2714947961177,22.72659,22.31748,20.5118,19.45051,18.86085,GALAXY,0.5326954,6191,56248
242.073562865175,30.739844331199,20.75533,18.52615,17.34166,16.82644,16.42062,GALAXY,0.1566293,1406,52876
238.485802442414,33.1247786340257,25.519,22.20538,20.10958,19.10345,18.64843,GALAXY,0.5283154,4966,55712
246.438875455855,27.7366426502015,24.82672,21.61567,19.70549,18.88857,18.48836,GALAXY,0.4425065,5005,55751
230.213266649179,33.302082096206,22.83827,19.99337,18.49053,17.86074,17.50969,GALAXY,0.272813,4719,55736
252.654652461705,19.7327890298146,25.19646,21.77507,20.79209,19.86567,19.89753,GALAXY,0.5948668,4179,55684
240.664802982589,27.5865446667677,19.1855,18.02785,17.46046,17.14015,16.97431,GALAXY,0.08925132,1392,52822
192.345064572835,37.4351202333546,22.14838,20.87264,19.02323,18.41182,18.33893,GALAXY,0.3488444,1989,53772
241.437320130156,27.1800505894988,25.1444,22.24196,20.59213,19.56918,19.08057,GALAXY,0.5246236,4724,55742
254.35329971425,18.2964735837567,20.64171,18.761,17.38466,16.83926,16.41518,GALAXY,0.1709112,1567,53172
229.608688197762,33.5026548373522,19.6081,18.12493,17.494,17.12954,16.9521,GALAXY,0.08400773,1386,53116
252.410933478933,19.7573360099678,22.08841,19.65585,18.15532,17.59347,17.20853,GALAXY,0.2538029,4179,55684
236.802296646465,29.8014259753158,25.9803,21.89943,20.07695,19.12181,18.63752,GALAXY,0.4925865,4726,55712
338.660179708044,20.3082628071174,22.74328,22.04119,21.13037,19.93169,19.81143,GALAXY,0.6866302,6119,56181
332.76132176101,19.2586400374563,22.11101,19.30047,17.9669,17.3835,16.94589,GALAXY,0.2032944,5021,55863
178.504615875553,54.3791571009035,21.77434,21.65529,21.77547,21.72382,21.66425,QSO,1.93908,8228,57423
144.742439014631,46.9671908862674,20.87676,20.61914,20.55744,20.54716,20.15146,QSO,1.040196,7316,56710
124.231583725633,3.64340382825935,18.75124,17.35669,16.6507,16.25624,16.03383,GALAXY,0.08687948,1184,52641
11.0594433991128,11.9353044761472,20.53318,20.37871,20.16658,20.12587,20.13796,QSO,0.910454,11042,58462
12.2228941633125,11.8671511374539,22.864,20.99637,20.77479,20.60149,20.42078,STAR,-0.0005969275,6205,56187
338.518632040421,-0.370661906976297,24.3689,24.89395,23.60455,22.12098,22.23246,GALAXY,0.7347449,9217,57934
357.151519310265,-8.04340227226689,23.96082,20.7098,19.48951,18.539,17.99627,GALAXY,0.512866,7146,56573
64.8756250132453,28.1309225108419,23.78648,22.61023,19.79689,18.18796,17.0124,STAR,0.0001033789,1638,52999
121.181247403482,32.1942742864031,24.59952,21.29358,19.79466,18.96994,18.36362,GALAXY,0.3249989,3756,55505
343.461677523847,24.3003693985827,22.70525,22.38366,22.10573,22.19179,21.8687,QSO,1.3983,7657,57309
136.50169227455,0.981632054480291,25.72517,22.3239,20.83764,19.82272,19.33796,GALAXY,0.564565,3819,55540
184.914328002243,42.4134785348821,25.10932,23.02978,21.6433,20.57167,19.76941,STAR,0.0004171139,8383,57518
187.973424864161,42.2888155514685,23.33354,22.08951,21.85797,22.16238,22.55171,QSO,2.188856,8384,57513
131.92776911161,11.6904792883512,23.13947,21.44235,20.37401,19.22886,18.55112,GALAXY,0.6977692,5287,55952
206.461008219007,7.4270896414343,20.16308,19.48441,19.33299,19.2896,19.08112,QSO,2.369899,4865,55713
197.529151271646,33.1567081128158,21.25551,21.1894,20.11088,19.40883,19.03537,GALAXY,0.521283,6488,56364
132.830197873076,44.7271575532417,20.49408,20.2065,20.22691,20.19625,19.82982,QSO,2.156938,8281,57042
153.447648737855,56.0590418832181,22.21266,20.47113,18.82083,18.18008,17.76504,GALAXY,0.3701703,7086,56658
271.620556993237,24.8103341729053,22.25522,20.6308,19.96252,19.69811,19.4611,STAR,-0.0006081365,2195,54234
160.056572865724,23.0049217898175,20.64593,19.19186,18.71879,18.54982,18.57035,GALAXY,0.02476665,3250,54883
125.593752808685,13.4774312094829,24.80904,24.19171,22.57484,19.67837,17.97654,STAR,0.0002365066,4503,55563
191.974315354491,7.44837176532022,26.30048,22.7609,20.80001,19.7631,19.23547,GALAXY,0.4799453,4835,56016
173.319549108134,35.8847505134926,24.42061,20.62309,18.91562,18.34712,18.0602,GALAXY,0.3306466,4615,55618
2.17025243899116,16.1129585367605,23.59629,22.13309,20.78996,19.82567,19.41473,GALAXY,0.4689722,6178,56213
348.335814703174,25.6855811217627,23.93912,22.92743,21.78178,20.69582,19.83773,GALAXY,0.6862542,7705,57332
42.0485148161401,32.4660193857631,21.8015,18.61152,17.18664,16.54847,16.14959,STAR,3.690221e-05,3210,54876
169.41723647266,7.71984985397181,25.08139,22.03635,21.83119,21.71758,21.24758,STAR,0.0002660389,5369,56272
243.498908402772,4.30979154200186,21.23949,20.39086,20.35097,20.25421,19.90627,QSO,2.290692,4807,55687
44.3740887871866,3.01793310249287,25.76758,22.40062,20.49454,19.55738,19.04092,GALAXY,0.524215,4257,55480
20.7826052587098,-6.8769520437188,22.40024,22.38897,20.59912,19.78579,19.13067,GALAXY,0.5170577,7160,56599
150.880031140543,4.87368668266211,22.33767,21.74014,20.67626,19.84993,19.52213,GALAXY,0.6578612,4800,55674
132.820858276071,30.873199791688,23.83978,22.87262,20.98026,19.61335,18.91918,GALAXY,0.7165546,5185,55978
140.550326806812,34.9021642092093,21.66945,19.51412,18.1168,17.60705,17.25109,GALAXY,0.2340868,1274,52995
145.198313004042,31.3617932858405,25.01055,25.68188,22.08467,20.87707,19.95657,GALAXY,0.8152969,11378,58437
141.948951071529,35.6620646980698,22.83775,22.53633,21.14728,20.04436,19.34116,GALAXY,0.625698,10244,58225
140.679263572375,35.0481102746949,21.29609,19.22355,17.69948,17.08743,16.75041,GALAXY,0.2301247,5810,56358
11.1715265690154,12.0073168886993,20.22819,20.18983,19.53547,19.50299,19.35294,QSO,1.319689,11042,58462
19.0345210827517,11.6587379686841,21.27749,20.74533,20.38233,20.25976,19.89784,QSO,0.847156,4667,55868
239.331945351186,28.5818088551579,17.95408,16.60142,15.99984,15.61901,15.42194,GALAXY,0.07876735,1391,52817
8.34887899751573,11.9413980746934,24.67206,22.2909,20.96209,19.79067,19.14412,GALAXY,0.5262727,6195,56220
22.7468411549056,11.343879181934,24.91774,20.74357,18.8595,18.18621,17.75864,GALAXY,0.3322576,4666,55832
204.005516103333,46.7582651825082,21.48696,19.95936,19.76283,18.92081,19.5129,GALAXY,0.1754265,6748,56371
9.9131953773603,-1.11254843886015,23.19134,22.69088,21.71342,21.21746,21.42393,GALAXY,0.6868312,9350,58081
333.110113556786,-0.415612289735027,23.68024,22.93109,22.38346,21.54711,21.80262,GALAXY,0.912237,9237,58022
185.353725776694,-2.58133747998404,20.71064,20.22823,19.8522,19.59367,19.34152,QSO,2.875383,3777,55210
161.751689005688,-2.30834556526606,24.64835,22.00048,21.63793,21.72727,22.06267,QSO,3.892739,3786,55563
253.521743938622,19.0575243547059,21.94553,21.44538,19.54981,18.87251,18.44153,GALAXY,0.3766502,4179,55684
341.97679429747,10.9348517146875,21.26236,20.68755,20.53071,20.42182,20.13542,QSO,2.3171,5050,56215
182.941369205209,54.4456260755977,22.25055,20.72246,20.20829,19.9893,19.95151,STAR,-0.0001066996,8214,57867
332.496561826757,19.1575781135064,25.10085,22.3726,20.71808,19.5564,18.878,GALAXY,0.5577476,5029,55750
343.76256831699,-0.296242797894369,22.65379,22.52258,21.95554,21.85023,21.03508,QSO,1.166883,9152,58041
27.9236363998817,11.0443882851531,24.70554,22.40585,20.81726,19.85176,19.57173,GALAXY,0.4870702,4659,55587
267.627277127721,25.4107811198016,21.8857,20.22803,19.60719,19.38448,19.24491,STAR,-0.0001980184,2194,53904
129.669106046254,39.0801416253006,22.75972,22.33138,20.81303,19.78445,19.16647,GALAXY,0.6659987,3764,55514
335.546739232028,22.4328896013139,24.52573,24.56507,21.85904,20.6003,19.56432,GALAXY,0.6919469,7583,56958
335.508182106642,22.4776939325036,22.79176,22.59233,21.50218,20.39903,19.68608,GALAXY,0.7572532,7583,56958
159.771217870198,22.9022067332217,18.18608,18.04931,17.75193,17.73256,17.78253,QSO,1.088803,6426,56334
161.184315108723,23.1394411990996,19.2641,17.77944,17.10706,16.82521,16.66497,STAR,-0.0001976791,3251,54882
1.73127597414486,16.0816630651569,23.03303,21.09544,19.1943,18.51469,18.01897,GALAXY,0.3878387,6172,56269
339.609445684518,-0.401523854470724,21.71327,19.96071,18.68786,18.17053,17.76778,GALAXY,0.1645852,1037,52878
333.354084626185,-0.320424235634456,20.32781,19.06632,18.47048,18.13985,17.89553,GALAXY,0.09479433,1034,52813
348.949156625386,-1.88041775073836,24.43789,22.70037,21.57567,20.50386,19.82821,GALAXY,0.5762115,9154,58013
155.382532176394,24.2073166441297,19.28256,17.57086,16.79196,16.39657,16.09448,GALAXY,0.03836939,2346,53734
157.91676689399,24.7503588712046,18.6783,18.56849,18.28917,18.21018,17.68076,QSO,0.3109573,10456,58136
233.547039421357,57.8613990707295,21.55951,19.98315,18.36173,17.77722,17.37204,GALAXY,0.3526742,615,52347
218.494359527559,3.67296184403253,27.10127,21.44564,19.76561,18.72035,18.13984,GALAXY,0.5233803,4780,55682
219.40433442647,3.6293585742883,22.53234,21.49669,19.64375,18.98023,18.57421,GALAXY,0.378709,4779,55656
8.49782497454447,15.3419965132987,23.2733,22.18751,20.6321,19.74818,19.26084,GALAXY,0.4870008,6191,56248
12.2791158521996,15.1762961831479,23.66623,21.46025,19.74733,18.76491,18.23895,GALAXY,0.4779218,419,51879
40.1255063822218,3.50401340629323,23.04723,22.91427,22.99111,22.17126,21.21337,GALAXY,0.9313549,9417,58055
173.984510573211,53.8740478020145,21.96245,19.88753,18.29062,17.68828,17.34309,GALAXY,0.3390239,1014,52707
171.711826319704,20.4990844570398,18.92981,17.81624,17.39396,17.10856,16.93358,GALAXY,0.04427182,2498,54169
13.1866077123417,11.7561229129628,22.87967,21.90276,22.01376,21.87333,21.08294,QSO,2.370471,6206,56245
253.232180790975,20.1819818217692,21.94906,19.48184,18.09411,16.86405,16.20561,STAR,0.0001164814,1568,53169
146.439281961542,2.23754330724934,23.64582,22.5292,21.11902,19.68053,19.12656,GALAXY,0.6780099,4743,55645
154.999257146548,2.51942904347629,19.75519,18.16221,17.35794,16.94063,16.70611,GALAXY,0.1045373,503,51999
129.577716506723,29.0453999814009,25.40071,21.92014,19.56422,18.92485,18.5644,GALAXY,0.4664853,4454,55536
135.688548624923,32.3654323638765,19.77462,18.29778,17.87563,17.65845,17.66204,GALAXY,0.049568,1271,52974
169.863745026212,27.7983851231628,24.98477,21.998,20.30022,18.3646,17.31518,STAR,7.991327e-05,2216,53795
216.738614869314,3.7081905019947,26.25848,21.962,20.22898,19.7197,19.31304,GALAXY,0.3630285,584,52049
222.879538977544,3.35932532119709,20.54891,18.77037,17.51467,17.01419,16.62887,GALAXY,0.1833921,588,52045
6.2918040134191,15.2924019487302,24.36881,22.74608,20.75183,19.90575,19.35456,GALAXY,0.5043948,6184,56267
263.060463171979,34.1357995870585,17.84751,16.52499,15.95014,15.68786,15.5457,STAR,-0.0003682757,2253,54551
244.904320051815,24.9560966543311,24.38507,21.25443,19.49255,18.78668,18.41773,GALAXY,0.3778846,4727,55693
338.792718554591,20.3337181430082,25.72364,23.03721,21.04014,19.72521,18.91054,GALAXY,0.6592138,5025,55836
181.407635532135,54.4684316973986,20.63578,20.41439,20.31782,20.00517,19.82034,QSO,1.69534,8229,57430
144.811691078362,46.9204767168268,24.45142,21.51859,20.46167,19.93067,19.51852,STAR,-0.0001862192,7316,56710
344.173119052227,19.1326457588803,23.33889,21.98714,20.46255,19.46317,18.94339,GALAXY,0.63022,5027,56218
344.736394530271,19.2124364739878,25.25439,22.75798,21.25602,20.01969,19.5348,GALAXY,0.5368775,6128,56236
345.41776584805,19.3134167997443,27.15929,22.70051,21.00303,19.87887,19.46968,GALAXY,0.5405381,6128,56236
2.17222593848197,16.1966560220015,21.5802,20.57191,20.3905,20.20049,20.35182,QSO,2.89748,6178,56213
167.697019527113,-2.44830139192326,22.45479,21.62992,21.44386,21.35073,20.83829,STAR,0.0004614203,3773,55240
338.767071690277,20.2249051558688,22.55764,23.12675,21.87608,20.6733,19.82829,GALAXY,0.695454,7585,57190
29.9841651843099,10.8437641493462,19.15626,17.8138,16.79765,16.2748,15.88608,QSO,0.1403166,4656,55828
137.296937833859,43.6657747561142,22.79371,22.47182,21.2807,20.13826,19.31719,GALAXY,0.680968,8282,57041
116.562614034198,27.521129220838,19.75681,18.48689,17.47693,16.9563,16.61813,GALAXY,0.1463097,1059,52618
136.723097829636,43.4895957974936,19.39632,17.27617,16.17484,15.65449,15.20023,GALAXY,0.119708,831,52294
119.12557702719,30.2438301914026,25.62371,22.70023,21.12361,19.93859,19.25019,GALAXY,0.6291084,3752,55236
139.021640442995,10.84679252694,22.92909,22.60838,20.95995,19.55458,18.62085,STAR,-0.0001373336,5302,55896
6.92376243049418,-7.17138560359051,27.36843,22.43094,20.83237,19.63248,18.86167,GALAXY,0.6554138,7151,56598
7.42232037576863,-7.09241445788831,21.7794,20.64518,18.97875,18.36097,17.95331,GALAXY,0.3134138,7152,56660
353.049356191313,2.05850383115355,22.59323,22.02358,21.86487,21.92594,22.55944,QSO,0.53741,4282,55507
207.975791778366,7.51592790617052,18.98802,17.92512,17.56229,17.41123,17.41349,STAR,-2.126671e-05,1805,53875
164.115818602536,23.5650507469418,20.67499,19.86842,19.77686,19.74236,19.43085,QSO,2.308915,6418,56354
116.095889325065,30.4566115060208,20.16698,20.08098,20.14427,19.85855,19.66567,QSO,2.050636,10290,58099
336.90007420688,18.1343553952235,21.83943,21.77629,20.60705,19.80544,19.55602,GALAXY,0.5490854,5024,55854
1.45048956671434,16.1898486095435,20.56053,18.51112,17.4491,16.99342,16.61498,GALAXY,0.1133807,751,52251
0.897616927134976,-8.05245344020098,24.55362,21.62312,20.58913,19.78403,19.89672,GALAXY,0.6165675,7148,56591
346.538525268156,-1.83156718577721,22.54264,21.88185,20.5309,19.73092,19.27667,GALAXY,0.4907817,4361,55831
347.329738418005,-1.75319601374253,22.57449,22.28132,20.28931,19.36939,18.81012,GALAXY,0.4816059,4361,55831
184.931500364967,7.66428981491179,20.18216,18.35232,17.27345,16.83153,16.47283,GALAXY,0.1373082,1626,53472
198.663348272165,7.31675648145792,25.32373,22.30239,20.49459,19.5481,18.78767,GALAXY,0.5038501,4840,55690
336.845899113747,19.9881605784729,22.24721,19.30773,17.92509,17.39431,17.07972,GALAXY,0.2128639,6118,56189
329.532004619222,18.5031416600703,23.20142,21.65676,20.38945,19.48816,18.9276,STAR,-0.0001722275,5020,55852
330.930416169135,18.7688431177128,25.2542,22.60953,21.0792,19.95091,19.54768,GALAXY,0.5991167,5021,55863
331.081819113914,18.8235147795919,22.64225,20.81143,19.0024,18.40315,17.95367,GALAXY,0.3423518,5028,55836
345.028209792962,21.0837308693221,21.62115,21.34279,20.16104,18.65479,17.66638,STAR,-7.888919e-05,6591,56535
22.8281955769751,11.4795430032417,21.00585,19.00955,17.46504,16.80119,16.35259,GALAXY,0.2151138,4666,55832
316.825682027616,7.86502498631126,23.53811,23.37748,21.15316,19.82874,19.44676,GALAXY,0.6264167,4079,55363
40.4976776739913,3.56016093360399,23.20226,24.53431,23.82936,22.09652,22.75254,GALAXY,0.5301569,9416,58098
242.710101469745,17.8369965044722,20.23238,19.24946,19.04356,18.94587,18.91817,STAR,-0.0002758985,3289,54910
241.056947041243,18.4822357799607,20.32845,19.4245,19.06592,18.87761,18.87157,STAR,0.0001648475,3289,54910
160.724470900332,25.204119545766,22.75712,22.79135,22.28076,21.63456,21.83693,GALAXY,0.8744593,10461,58142
6.12530128650044,-1.16940771917095,24.20276,21.75866,20.16875,19.16595,18.59111,GALAXY,0.5021392,4220,55447
253.903287996382,21.6462439879023,22.23756,22.52513,20.68222,19.46133,18.83153,GALAXY,0.6598983,4178,55653
136.129033033719,32.7693805123125,22.93348,20.57471,18.853,18.21338,17.80852,GALAXY,0.3264136,5809,56353
341.796224449798,20.7568846359919,22.41543,22.18979,20.56977,19.67478,19.26723,GALAXY,0.4833596,6120,56206
242.895108002745,26.354130053867,18.45179,16.53581,15.60624,15.17542,14.84507,GALAXY,0.07519736,1393,52824
254.317485612619,18.4526309164431,19.01066,17.92526,17.26291,16.91928,16.64811,GALAXY,0.03282385,1567,53172
238.189964112489,29.1772037571312,20.40665,18.22079,17.13235,16.68729,16.34318,GALAXY,0.141691,1391,52817
179.750203729945,-2.67338992063111,20.85931,19.81905,19.72314,19.69964,19.64133,STAR,0.0007564067,3776,55209
189.854147137917,-2.6365991438063,16.58941,15.12915,14.56525,14.38807,14.31969,STAR,0.0001042941,2897,54585
241.459046802776,27.2453305156265,18.25378,16.58313,15.89249,15.52189,15.30048,GALAXY,0.04541309,1392,52822
244.772904669067,25.2051865221705,21.64464,18.87211,17.81801,17.34803,16.99254,GALAXY,0.1109725,1576,53496
12.2725745472949,-8.26055809287959,19.3772,17.42771,16.41689,16.00279,15.66193,GALAXY,0.1137839,7155,56629
181.07160732157,54.3395716898922,20.51585,20.24112,20.2057,19.90496,19.80293,QSO,1.621598,6688,56412
182.773194475742,54.421378953958,21.52916,21.66393,21.72251,21.77715,21.13445,QSO,2.081617,8214,57867
338.580228620831,20.2166491214243,22.12341,21.55746,20.58542,19.85185,19.40779,GALAXY,0.6489189,6119,56181
346.501924578978,12.6631026366339,22.28893,21.60472,21.37432,21.39408,20.87335,QSO,2.701146,6154,56237
327.784079376073,9.45856497428206,23.03421,21.76178,20.05691,18.89577,18.4569,GALAXY,0.573716,4095,55497
5.24539636970928,12.0497863239473,26.19394,23.96235,21.2559,19.88415,19.21673,GALAXY,0.6742269,6190,56210
338.147580291086,-0.243602103948394,20.14869,19.24574,18.69993,18.42369,18.31868,GALAXY,0.2086649,377,52145
235.215943448821,30.7787645083235,24.28438,21.98381,20.70392,19.78396,19.39429,GALAXY,0.4861198,4722,55735
251.064753518547,20.7960396062203,18.27611,17.07667,16.60136,16.33783,16.16579,GALAXY,0.0323952,1569,53168
232.58694235976,32.1732123057659,19.03692,17.14964,16.19931,15.74957,15.4193,GALAXY,0.09138044,1387,53118
229.283027316902,33.5207433262576,20.41988,18.59942,17.66353,17.25764,16.90723,GALAXY,0.1115472,1386,53116
354.438294950015,32.1956534454429,19.26509,18.22012,17.82656,17.64138,17.58769,STAR,-0.0004241176,7760,58080
132.367728546752,40.8411078819137,22.92736,24.14672,21.71825,20.6274,19.96332,GALAXY,0.6480679,8295,57401
343.638488130275,23.7716557991368,23.76551,22.51311,20.61219,19.72001,19.1272,GALAXY,0.5773105,6588,56536
139.420928955086,44.9558752910433,25.42519,22.29782,20.52947,19.53461,19.04271,GALAXY,0.5249239,4687,56369
127.591036727881,37.4745340893793,22.59955,21.02378,19.52688,18.65291,18.18871,GALAXY,0.4159483,3762,55507
329.999623433304,3.72658791239029,22.99822,22.15485,22.08356,22.02047,22.12553,QSO,1.865205,11329,58426
211.937423151115,48.8443496501141,24.46953,23.57676,21.76145,20.48442,19.83298,GALAXY,0.6988617,8499,57431
348.702998694595,2.03085667287022,24.88311,21.48462,19.59986,19.5388,19.68916,QSO,4.11414,9174,58070
5.558010113842,-3.10249406922317,21.45356,20.76791,20.82399,20.85721,20.36657,QSO,2.549236,4366,55536
165.924445239322,32.3398013608209,22.98389,21.95733,20.58774,19.84794,19.55155,GALAXY,0.3395573,6442,56369
135.743335771008,46.4102967252834,20.77593,19.10901,18.82173,18.6787,18.72135,STAR,-0.0003249481,5162,55893
249.608530510277,45.7768111605451,20.03447,19.94801,19.77898,19.72773,19.7445,QSO,1.15845,8541,58257
125.885312513081,13.4941271290178,20.71819,18.03484,16.90619,16.56785,16.35909,STAR,2.983179e-05,4503,55563
133.11041739592,16.1234468262907,24.74097,21.81865,21.38399,21.43681,21.35231,GALAXY,0.2184408,11087,58488
40.2911141770661,3.58641110858978,24.7618,23.50528,22.25379,21.97982,21.52896,GALAXY,0.7652147,9417,58055
24.9526256186107,2.37893503570023,23.65257,23.76629,22.90933,22.02259,21.35769,GALAXY,0.7244605,9398,58124
36.9152637639637,24.0863717665421,18.78726,17.12819,16.40216,16.11632,15.97406,STAR,-1.305648e-05,3241,54884
217.76775792495,3.64349783838672,25.02263,22.10707,20.36452,19.53686,19.08878,GALAXY,0.494602,4780,55682
4.61765705181978,15.3865012387841,25.22674,22.17591,20.46942,19.55645,19.15983,GALAXY,0.4731573,6184,56267
345.319201090145,26.1330477277967,21.30888,20.47238,20.39975,20.41795,20.13681,QSO,0.694058,6582,56274
349.747156806026,18.5376896260226,19.23088,17.96239,17.82065,17.78402,17.82338,STAR,-0.0001108782,7607,56902
66.5182054319798,17.1206537697449,19.05087,16.49607,14.96787,13.62782,12.39726,STAR,8.571768e-05,1637,52992
210.841126008519,7.31020405924207,21.84786,20.95987,20.85843,20.83487,20.43761,STAR,3.85709e-05,4863,55688
24.0073887955807,18.7429191081075,22.32961,21.89431,21.73312,21.01897,20.31232,QSO,1.711668,7246,56625
177.892986010463,54.1763489198994,19.34375,18.07431,17.60009,17.26951,17.08463,GALAXY,0.05188603,1017,52706
